episode,reward,score,steps,loss,epsilon
344,-1.1,0,11,0.002703645615838468,0.17829525136613786
345,-1.19,0,20,0.0028281781589612363,0.17740377510930716
346,-1.1,0,11,0.0022003852169622073,0.17651675623376062
347,-1.01,0,2,0.0016120720538310707,0.1756341724525918
348,-1.22,0,23,0.002471745408990461,0.17475600159032884
349,-1.17,0,18,0.003293596525003927,0.17388222158237718
350,-1.28,0,29,0.004157644704562323,0.1730128104744653
351,-1.34,0,35,0.002394474622061742,0.17214774642209296
352,-1.18,0,19,0.0021215159151899187,0.1712870076899825
353,-1.34,0,35,0.0030579062777438336,0.17043057265153258
354,-1.5300000000000002,0,54,0.0030485784302948524,0.16957841978827493
355,-1.13,0,14,0.001596381887793541,0.16873052768933355
356,-1.26,0,27,0.0029027033942165196,0.1678868750508869
357,-1.1,0,11,0.003445596921003678,0.16704744067563246
358,-1.13,0,14,0.003038708012484546,0.1662122034722543
359,-1.19,0,20,0.001756175034097396,0.16538114245489302
360,-1.0,0,1,0.0017214019317179918,0.16455423674261854
361,-1.27,0,28,0.002131620397059513,0.16373146555890544
362,-1.08,0,9,0.003105805048512088,0.16291280823111093
363,-1.26,0,27,0.003284555342462328,0.16209824418995536
364,-1.07,0,8,0.003169087547576055,0.16128775296900558
365,-1.2,0,21,0.002837003156032768,0.16048131420416054
366,-1.04,0,5,0.0016800876939669252,0.15967890763313974
367,-1.08,0,9,0.0022452809692670903,0.15888051309497406
368,-1.4700000000000002,0,48,0.002283156814276784,0.1580861105294992
369,-1.1099999999999999,0,12,0.001827836676966399,0.1572956799768517
370,-1.27,0,28,0.001870597041228653,0.15650920157696743
371,-1.1,0,11,0.0023380394347689367,0.1557266555690826
372,-1.01,0,2,0.00095917540602386,0.1549480222912372
373,-1.15,0,16,0.003959507695981301,0.15417328217978102
374,-1.15,0,16,0.0029150627306080423,0.1534024157688821
375,-1.08,0,9,0.003433750735388862,0.1526354036900377
376,-1.19,0,20,0.002320320188300684,0.1518722266715875
377,-1.19,0,20,0.002569775428855792,0.15111286553822956
378,-1.4500000000000002,0,46,0.0020985485702429128,0.15035730121053842
379,-1.5300000000000002,0,54,0.0021051768993924336,0.14960551470448571
380,-1.17,0,18,0.0016763737787389094,0.14885748713096328
381,-1.21,0,22,0.0019946038955822587,0.14811319969530845
382,-1.22,0,23,0.0022691576134251513,0.1473726336968319
383,-1.1,0,11,0.002088053649376062,0.14663577052834775
384,-1.29,0,30,0.001911362928027908,0.14590259167570602
385,-1.25,0,26,0.0027862257780865408,0.1451730787173275
386,-1.2,0,21,0.002478682901710272,0.14444721332374086
387,-1.3,0,31,0.003455054364167154,0.14372497725712216
388,-1.08,0,9,0.0027761242041985192,0.14300635237083656
389,-1.13,0,14,0.0018119807355105877,0.14229132060898236
390,-1.3,0,31,0.0024335030954511414,0.14157986400593744
